strategy,params,sharpe,return_pct,max_dd_pct,num_trades
MACD_5_35_5,"Fast:5, Slow:35, Signal:5, SL:10%, TP:20%",164.94124205381425,198407.77335665814,56.25527511774598,258
MACD_12_26_9,"Fast:12, Slow:26, Signal:9, SL:15%, TP:30%",150.54616254677396,718417.2912954199,51.10627344012717,274
MACD_8_17_9,"Fast:8, Slow:17, Signal:9, SL:12%, TP:25%",146.9108485000234,396708.2424859256,48.75422430548704,273
MACD_19_39_9,"Fast:19, Slow:39, Signal:9, SL:15%, TP:35%",139.45177187933237,653685.9523196749,51.106273440127204,276
MACD_EMA_9_20,"Fast:9, Slow:20, Signal:N/A, SL:12%, TP:30%",126.5671335673749,33459.784809286015,60.775035351526,145
