symbol,strategy_rank,strategy_name,params,sharpe,return_pct,max_dd_pct,num_trades
MU,5,Trend_Filtered,RSI(7/40/75) SMA(50/200) SL=5% TP=8%,-44.40200799788896,-9.788118546332306,10.847754364672484,1
AMD,1,Stooq_V2,RSI(7/35/80) SL=8% TP=10%,-44.578989438839834,-32.16416375636149,32.16416375636149,7
MU,10,Stooq_V2,RSI(10/40/75) SL=8% TP=10%,-48.135593448599984,-48.12767327418133,65.6427134812904,11
AAPL,3,Stooq_V2,RSI(14/35/65) SL=15% TP=25%,-52.542192361612926,-70.60949897228488,81.74107293890818,49
AAPL,2,Stooq_V2,RSI(14/35/65) SL=15% TP=20%,-52.542192361612926,-70.60949897228488,81.74107293890818,49
AAPL,4,Stooq_V2,RSI(14/35/65) SL=15% TP=30%,-52.542192361612926,-70.60949897228488,81.74107293890818,49
MU,1,Stooq_V2,RSI(7/35/80) SL=8% TP=10%,-55.34998720714295,-45.00297473144172,52.601705755976155,7
NVDA,10,Stooq_V2,RSI(10/40/75) SL=8% TP=10%,-55.58475363659844,-40.23311275673281,54.84191031068821,9
ORCL,4,Stooq_V2,RSI(14/35/65) SL=15% TP=30%,-55.764548092175076,-56.80184092125621,74.13933734712957,36
ORCL,3,Stooq_V2,RSI(14/35/65) SL=15% TP=25%,-55.764548092175076,-56.80184092125621,74.13933734712957,36
ORCL,2,Stooq_V2,RSI(14/35/65) SL=15% TP=20%,-55.764548092175076,-56.80184092125621,74.13933734712957,36
AAPL,6,Stooq_V2,RSI(14/35/65) SL=10% TP=30%,-58.11776235440863,-68.0667402741858,80.16137732368996,47
AAPL,7,Stooq_V2,RSI(14/35/65) SL=10% TP=25%,-58.11776235440863,-68.0667402741858,80.16137732368996,47
AAPL,8,Stooq_V2,RSI(14/35/65) SL=10% TP=20%,-58.11776235440863,-68.0667402741858,80.16137732368996,47
AMD,7,Stooq_V2,RSI(14/35/65) SL=10% TP=25%,-58.4069129111247,-91.83901021480945,93.94287481864865,79
AMD,8,Stooq_V2,RSI(14/35/65) SL=10% TP=20%,-58.68369517782639,-92.16544980621707,94.18515982590272,79
AMD,9,Stooq_V2,RSI(14/35/65) SL=10% TP=15%,-58.95338026245984,-92.49188939762469,94.42744483315676,79
AMD,3,Stooq_V2,RSI(14/35/65) SL=15% TP=25%,-58.9770709359003,-89.14334628149842,92.30994747601817,83
AMD,2,Stooq_V2,RSI(14/35/65) SL=15% TP=20%,-59.32334565055473,-89.57761243023849,92.30994747601817,83
AMD,6,Stooq_V2,RSI(14/35/65) SL=10% TP=30%,-59.99011108217282,-93.91383812629857,95.48282189865323,80
AMD,5,Trend_Filtered,RSI(7/40/75) SMA(50/200) SL=5% TP=8%,-60.33539900204039,-25.066036254018776,25.066036254018776,2
AMD,4,Stooq_V2,RSI(14/35/65) SL=15% TP=30%,-61.039919552063076,-91.90351248111747,92.99746273189832,84
MSFT,2,Stooq_V2,RSI(14/35/65) SL=15% TP=20%,-63.68398958847484,-42.04802563705214,51.24277379014741,18
MSFT,3,Stooq_V2,RSI(14/35/65) SL=15% TP=25%,-63.68398958847484,-42.04802563705214,51.24277379014741,18
MSFT,4,Stooq_V2,RSI(14/35/65) SL=15% TP=30%,-63.68398958847484,-42.04802563705214,51.24277379014741,18
NVDA,9,Stooq_V2,RSI(14/35/65) SL=10% TP=15%,-77.28456307499532,-61.41367771740237,77.05886452543447,24
NVDA,8,Stooq_V2,RSI(14/35/65) SL=10% TP=20%,-77.28456307499532,-61.41367771740237,77.05886452543447,24
NVDA,7,Stooq_V2,RSI(14/35/65) SL=10% TP=25%,-77.28456307499532,-61.41367771740237,77.05886452543447,24
NVDA,6,Stooq_V2,RSI(14/35/65) SL=10% TP=30%,-77.28456307499532,-61.41367771740237,77.05886452543447,24
