,Date,Open,High,Low,Close,Volume
80,2010-10-20,1.344,1.37933,1.336,1.37667,4686660
81,2010-10-21,1.374,1.39667,1.36333,1.38333,6256485
82,2010-10-22,1.37867,1.39533,1.37,1.38133,2415315
83,2010-10-25,1.396,1.39867,1.382,1.39,1779210
84,2010-10-26,1.38667,1.458,1.36733,1.424,9912615
85,2010-10-27,1.41667,1.42533,1.37667,1.4,5347500
86,2010-10-28,1.426,1.43333,1.39733,1.41267,3362850
87,2010-10-29,1.40933,1.45667,1.40333,1.456,4184325
88,2010-11-01,1.46267,1.51667,1.42067,1.42733,6836760
89,2010-11-02,1.44533,1.45867,1.40333,1.41667,4836975
90,2010-11-03,1.41867,1.5,1.41067,1.45133,5612985
91,2010-11-04,1.50667,1.68867,1.47667,1.66,28122015
92,2010-11-05,1.658,1.66467,1.58133,1.62933,14810790
93,2010-11-08,1.63333,1.66667,1.602,1.66533,7640625
94,2010-11-09,1.66667,1.71267,1.60333,1.642,14349735
95,2010-11-10,1.632,1.998,1.60333,1.95733,45915570
96,2010-11-11,1.90667,1.94,1.822,1.86933,29171910
97,2010-11-12,1.88333,2.03333,1.87133,1.98933,40029195
98,2010-11-15,2.01467,2.196,2.01467,2.05333,39363495
99,2010-11-16,2.06667,2.09333,1.89467,1.978,20212965
100,2010-11-17,2.01333,2.05,1.90733,1.966,11249115
101,2010-11-18,2.04467,2.04933,1.928,1.99267,14343720
102,2010-11-19,2.01067,2.09133,0.535333,2.066,17183295
103,2010-11-22,2.10467,2.23,2.1,2.22667,22944330
104,2010-11-23,2.21933,2.37867,2.146,2.30467,23669550
105,2010-11-24,2.35133,2.398,2.28867,2.36467,21374385
106,2010-11-26,2.37333,2.4,2.31667,2.35467,5141310
107,2010-11-29,2.36067,2.39667,2.222,2.28867,17183145
108,2010-11-30,2.24933,2.35533,2.22733,2.35533,33338370
109,2010-12-01,2.39133,2.428,2.23,2.29,19487625
110,2010-12-02,2.26733,2.28667,2.08,2.15667,30104505
111,2010-12-03,2.134,2.15,2.058,2.09933,16552350
112,2010-12-06,2.09,2.09667,1.97067,2.02067,19115625
113,2010-12-07,2.03267,2.16,2.00333,2.104,19673220
114,2010-12-08,2.16533,2.166,2.10133,2.158,9899700
115,2010-12-09,2.16733,2.18133,2.11,2.13667,6089745
116,2010-12-10,2.13667,2.19467,2.07533,2.10133,6413715
117,2010-12-13,2.10933,2.118,2.02667,2.03667,6154965
118,2010-12-14,2.01933,2.026,1.85067,1.902,26485275
119,2010-12-15,1.91133,1.998,1.902,1.97333,11143500
120,2010-12-16,2.0,2.06067,1.97667,2.054,11851050
121,2010-12-17,2.08933,2.10267,2.04733,2.09067,10124325
122,2010-12-20,2.10933,2.146,2.084,2.11333,7849800
123,2010-12-21,2.12,2.17933,2.114,2.15067,11665170
124,2010-12-22,2.15,2.19067,2.11333,2.17533,12498840
125,2010-12-23,2.084,2.16533,1.99467,2.006,23287875
126,2010-12-27,1.868,1.90533,1.67067,1.70333,139528935
127,2010-12-28,1.72333,1.78333,1.66667,1.76067,60844050
128,2010-12-29,1.802,1.86733,1.76667,1.84867,49791450
129,2010-12-30,1.84667,1.86,1.75867,1.76667,30616005
130,2010-12-31,1.78533,1.8,1.76667,1.77533,18178245
131,2011-01-03,1.78933,1.8,1.72667,1.77467,19243560
132,2011-01-04,1.77733,1.79667,1.73467,1.778,17836065
133,2011-01-05,1.76533,1.79333,1.746,1.78867,21703035
134,2011-01-06,1.78733,1.86667,1.78733,1.85867,30916755
135,2011-01-07,1.86667,1.90533,1.86,1.88267,22708245
136,2011-01-10,1.87667,1.912,1.87,1.89667,20139180
137,2011-01-11,1.906,1.914,1.79467,1.79733,25660515
138,2011-01-12,1.80067,1.82667,1.768,1.79733,14470830
139,2011-01-13,1.79733,1.798,1.744,1.748,10852830
140,2011-01-14,1.742,1.772,1.70733,1.71667,17071785
141,2011-01-18,1.69867,1.70933,1.65,1.70933,24338085
142,2011-01-19,1.69667,1.698,1.58333,1.602,35572710
143,2011-01-20,1.602,1.63,1.49133,1.508,34197870
144,2011-01-21,1.54933,1.57267,1.514,1.536,17232990
145,2011-01-24,1.56867,1.654,1.54867,1.63267,24677835
146,2011-01-25,1.64333,1.65933,1.60133,1.64533,19071855
147,2011-01-26,1.64733,1.65867,1.60667,1.65,16198005
148,2011-01-27,1.64933,1.672,1.63533,1.66133,13434825
149,2011-01-28,1.654,1.65667,1.58333,1.60067,15081675
150,2011-01-31,1.60333,1.608,1.56667,1.60667,12467265
151,2011-02-01,1.62067,1.64867,1.56933,1.594,10616865
152,2011-02-02,1.61067,1.612,1.578,1.596,8542080
153,2011-02-03,1.588,1.59333,1.54333,1.57533,7681005
154,2011-02-04,1.578,1.578,1.548,1.564,8038770
155,2011-02-07,1.55067,1.55067,1.52533,1.538,13425165
156,2011-02-08,1.58533,1.68333,1.53333,1.63267,52577745
157,2011-02-09,1.60867,1.612,1.51933,1.54733,39537930
158,2011-02-10,1.55067,1.576,1.52067,1.54733,12540300
159,2011-02-11,1.55,1.58333,1.52933,1.55,9248865
160,2011-02-14,1.576,1.60933,1.53667,1.53867,19246560
161,2011-02-15,1.534,1.54467,1.504,1.52267,14334090
162,2011-02-16,1.54,1.66467,1.538,1.64867,61729590
163,2011-02-18,1.55533,1.566,1.53067,1.54533,34764405
164,2011-02-22,1.52333,1.53333,1.452,1.458,30968100
165,2011-02-23,1.47867,1.5,1.40733,1.45533,24082620
166,2011-02-24,1.452,1.50533,1.43333,1.502,15831750
167,2011-02-25,1.516,1.59,1.51267,1.574,20208855
168,2011-02-28,1.582,1.60667,1.56667,1.59267,15766590
169,2011-03-01,1.60333,1.62133,1.58,1.596,16595250
170,2011-03-02,1.588,1.61867,1.582,1.60133,9949410
171,2011-03-03,1.632,1.65267,1.604,1.624,9602100
172,2011-03-04,1.63067,1.666,1.58533,1.66333,23701500
173,2011-03-07,1.65933,1.69333,1.64667,1.66267,30502965
174,2011-03-08,1.64,1.664,1.6,1.644,20997765
175,2011-03-09,1.644,1.666,1.618,1.648,13870815
176,2011-03-10,1.62867,1.63267,1.582,1.60067,15254205
177,2011-03-11,1.59,1.61667,1.56867,1.60467,13961910
178,2011-03-14,1.588,1.6,1.54667,1.55,17489565
179,2011-03-15,1.47733,1.53067,1.45333,1.53,19783035
180,2011-03-16,1.524,1.55,1.51267,1.52133,17545140
181,2011-03-17,1.54933,1.562,1.50933,1.52067,13837560
182,2011-03-18,1.546,1.546,1.50067,1.53067,10317345
183,2011-03-21,1.534,1.53667,1.50267,1.51533,6174750
184,2011-03-22,1.516,1.524,1.46667,1.47933,8742195
185,2011-03-23,1.474,1.48467,1.45133,1.48067,6341895
186,2011-03-24,1.476,1.492,1.46533,1.48867,6932400
187,2011-03-25,1.49667,1.53333,1.49333,1.51667,8518830
188,2011-03-28,1.51333,1.56933,1.50333,1.55,15870270
189,2011-03-29,1.554,1.6,1.54733,1.59467,11333865
190,2011-03-30,1.60733,1.63267,1.534,1.58067,18349155
191,2011-03-31,1.76667,1.914,1.76667,1.85,172799715
192,2011-04-01,1.84667,1.87867,1.77133,1.77733,42971805
193,2011-04-04,1.78533,1.8,1.682,1.722,39138405
194,2011-04-05,1.72667,1.8,1.71267,1.78,47724405
195,2011-04-06,1.8,1.80067,1.72,1.766,19324455
196,2011-04-07,1.79,1.86267,1.76333,1.816,42161490
197,2011-04-08,1.83867,1.84,1.75733,1.766,29195280
198,2011-04-11,1.76467,1.76867,1.668,1.68467,20549100
199,2011-04-12,1.672,1.68067,1.62,1.64333,20361015
200,2011-04-13,1.67533,1.71267,1.654,1.662,18171660
201,2011-04-14,1.656,1.68533,1.61333,1.676,14750730
202,2011-04-15,1.71,1.74533,1.694,1.70533,14151765
203,2011-04-18,1.67533,1.708,1.624,1.66867,15508065
204,2011-04-19,1.684,1.684,1.64333,1.67733,8230395
205,2011-04-20,1.71333,1.73933,1.68667,1.71667,12557535
206,2011-04-21,1.72267,1.79867,1.706,1.78267,20790795
207,2011-04-25,1.78,1.782,1.73133,1.75933,12012585
208,2011-04-26,1.77733,1.81667,1.754,1.79533,20585145
209,2011-04-27,1.79533,1.824,1.77533,1.80533,14953515
210,2011-04-28,1.80467,1.846,1.78133,1.844,24673455
211,2011-04-29,1.846,1.858,1.828,1.84,10893600
212,2011-05-02,1.84,1.85333,1.804,1.83,11768400
213,2011-05-03,1.82533,1.826,1.76667,1.79133,13709475
214,2011-05-04,1.78533,1.8,1.71667,1.77933,15670485
215,2011-05-05,1.81667,1.82933,1.74467,1.76267,18291735
216,2011-05-06,1.79933,1.84667,1.77467,1.808,14724090
217,2011-05-09,1.8,1.86667,1.79,1.86067,13722045
218,2011-05-10,1.88267,1.93,1.86067,1.88867,23032020
219,2011-05-11,1.88,1.88667,1.79467,1.80467,14438475
220,2011-05-12,1.80467,1.84933,1.77667,1.84467,9416100
221,2011-05-13,1.86667,1.87933,1.82,1.83667,9923655
222,2011-05-16,1.866,1.866,1.77,1.77333,11334330
223,2011-05-17,1.8,1.8,1.71467,1.73067,18512340
224,2011-05-18,1.74,1.76467,1.70133,1.75667,10941105
225,2011-05-19,1.8,1.896,1.77333,1.88,39826005
226,2011-05-20,1.88333,1.88533,1.82333,1.86467,12638010
227,2011-05-23,1.836,1.84133,1.77467,1.788,12953220
228,2011-05-24,1.80133,1.83333,1.77333,1.78133,9205095
229,2011-05-25,1.79333,1.934,1.74467,1.932,70397235
230,2011-05-26,1.92133,1.984,1.87333,1.96533,50053365
231,2011-05-27,1.96933,1.978,1.92133,1.97,25306035
232,2011-05-31,1.97933,2.01867,1.97,2.00933,49352745
233,2011-06-01,2.0,2.00667,1.892,1.90133,22948440
234,2011-06-02,1.90133,1.95467,1.90067,1.91733,14794410
235,2011-06-03,1.99667,2.1,1.96667,2.00867,93140010
236,2011-06-06,2.00667,2.00867,1.884,1.91333,34965255
237,2011-06-07,1.92933,1.95933,1.884,1.89133,18331485
238,2011-06-08,1.894,1.90667,1.80133,1.808,25437540
239,2011-06-09,1.82867,1.87333,1.80667,1.84133,24046800
240,2011-06-10,1.83467,1.88667,1.82333,1.85733,23497980
241,2011-06-13,1.87133,1.92533,1.85867,1.89533,25704615
242,2011-06-14,1.90267,1.98,1.90133,1.90667,23599650
243,2011-06-15,1.896,1.89667,1.80467,1.82133,20198685
244,2011-06-16,1.84467,1.86667,1.716,1.76667,27631860
245,2011-06-17,1.79133,1.84667,1.74267,1.76667,25469040
246,2011-06-20,1.75267,1.764,1.7,1.734,23065635
247,2011-06-21,1.74933,1.84867,1.73333,1.83533,22448445
248,2011-06-22,1.83533,1.88333,1.80667,1.814,22132995
249,2011-06-23,1.81333,1.848,1.74733,1.84733,17549850
250,2011-06-24,1.846,1.86467,1.81733,1.838,49895520
251,2011-06-27,1.84867,1.88533,1.82067,1.83067,27140505
252,2011-06-28,1.85267,1.88333,1.84467,1.874,13336980
253,2011-06-29,1.9,1.93933,1.87133,1.886,21888120
254,2011-06-30,1.90667,1.95533,1.89333,1.942,14199810
255,2011-07-01,1.938,1.97333,1.92,1.93467,12822585
256,2011-07-05,1.946,1.968,1.914,1.94267,14939835
257,2011-07-06,1.94267,1.94267,1.90333,1.93067,13903335
258,2011-07-07,1.94267,2.0,1.934,1.982,19342275
259,2011-07-08,1.99267,1.99267,1.906,1.92067,18608700
260,2011-07-11,1.89333,1.902,1.86667,1.89,14635545
261,2011-07-12,1.89133,1.93933,1.86667,1.878,15679590
262,2011-07-13,1.896,1.93533,1.86,1.90933,15989130
263,2011-07-14,1.93067,1.93067,1.81667,1.84067,17386965
264,2011-07-15,1.85267,1.85533,1.82667,1.83867,10634310
265,2011-07-18,1.82267,1.83,1.77533,1.81533,12778155
266,2011-07-19,1.83867,1.874,1.836,1.85933,15390720
267,2011-07-20,1.86667,2.02933,1.85333,1.91267,45337185
268,2011-07-21,1.92733,1.944,1.87333,1.91333,15180090
269,2011-07-22,1.91333,1.96933,1.90333,1.95267,8758020
270,2011-07-25,1.934,1.95,1.896,1.89933,10100865
271,2011-07-26,1.88733,1.918,1.86467,1.86667,11407980
272,2011-07-27,1.9,1.9,1.834,1.84267,14376045
273,2011-07-28,1.84,1.90333,1.836,1.878,13595340
274,2011-07-29,1.84867,1.89333,1.83333,1.878,14221905
275,2011-08-01,1.91133,1.932,1.88067,1.918,17472330
276,2011-08-02,1.91267,1.94667,1.818,1.82267,23191800
277,2011-08-03,1.83333,1.85533,1.756,1.81333,27012420
278,2011-08-04,1.76733,1.79267,1.64467,1.65,45977745
279,2011-08-05,1.666,1.692,1.522,1.616,29460825
280,2011-08-08,1.544,1.62933,1.54,1.576,39127080
281,2011-08-09,1.62667,1.69667,1.58,1.67067,20000730
282,2011-08-10,1.69333,1.696,1.57533,1.588,23400705
283,2011-08-11,1.60267,1.71667,1.6,1.68667,12448260
284,2011-08-12,1.70667,1.80933,1.69067,1.754,15135300
285,2011-08-15,1.77467,1.78333,1.72867,1.74867,9680370
286,2011-08-16,1.742,1.76933,1.722,1.74,8065320
287,2011-08-17,1.75933,1.77667,1.70067,1.722,9655080
288,2011-08-18,1.66667,1.67667,1.56467,1.61733,15848535
289,2011-08-19,1.58667,1.61467,1.46667,1.48667,20629155
290,2011-08-22,1.54067,1.58667,1.44533,1.46333,14791215
291,2011-08-23,1.462,1.54067,1.43333,1.53067,13034520
292,2011-08-24,1.54,1.59533,1.522,1.59133,10263570
293,2011-08-25,1.59133,1.59133,1.52667,1.54067,10196100
294,2011-08-26,1.514,1.59667,1.47133,1.582,11426340
295,2011-08-29,1.61467,1.65667,1.60133,1.64733,12049530
296,2011-08-30,1.63333,1.65133,1.606,1.642,5492385
297,2011-08-31,1.65333,1.7,1.61867,1.64933,12356025
298,2011-09-01,1.644,1.658,1.58933,1.6,12721275
299,2011-09-02,1.584,1.584,1.512,1.538,10188075
300,2011-09-06,1.5,1.54667,1.486,1.52933,12146400
301,2011-09-07,1.56133,1.6,1.552,1.58933,6887790
302,2011-09-08,1.572,1.602,1.552,1.574,7585455
303,2011-09-09,1.558,1.57133,1.50333,1.53133,10038945
304,2011-09-12,1.526,1.554,1.49667,1.52533,8498565
305,2011-09-13,1.534,1.60667,1.51667,1.60533,10896915
306,2011-09-14,1.62267,1.656,1.586,1.62267,12461655
307,2011-09-15,1.63867,1.662,1.622,1.65467,8437680
308,2011-09-16,1.63267,1.72267,1.63267,1.72,21256110
309,2011-09-19,1.662,1.72067,1.588,1.718,16065945
310,2011-09-20,1.718,1.77333,1.71133,1.734,17705265
311,2011-09-21,1.73,1.79667,1.71333,1.72333,14813655
312,2011-09-22,1.70933,1.74067,1.65867,1.70867,11637030
313,2011-09-23,1.69467,1.77467,1.69,1.75867,17344920
314,2011-09-26,1.76667,1.768,1.66,1.70133,14020725
315,2011-09-27,1.73333,1.79933,1.70467,1.746,10116435
316,2011-09-28,1.73333,1.76667,1.634,1.63933,10848090
317,2011-09-29,1.71467,1.72133,1.57,1.608,13943175
318,2011-09-30,1.65333,1.65933,1.566,1.626,20040810
319,2011-10-03,1.66333,1.66667,1.55,1.582,15346950
320,2011-10-04,1.55267,1.62133,1.52867,1.57733,18003210
321,2011-10-05,1.602,1.722,1.55667,1.69133,18441210
322,2011-10-06,1.69867,1.84,1.668,1.79733,26535390
323,2011-10-07,1.8,1.84,1.73667,1.79933,16390275
324,2011-10-10,1.82333,1.87867,1.8,1.85867,13851240
325,2011-10-11,1.834,1.85133,1.806,1.84067,8634045
326,2011-10-12,1.81667,1.86667,1.81333,1.85333,16850460
327,2011-10-13,1.84867,1.898,1.82933,1.86267,15651195
328,2011-10-14,1.86733,1.90333,1.81733,1.87,21007035
329,2011-10-17,1.85733,1.86667,1.81733,1.828,11316585
330,2011-10-18,1.82,1.89533,1.78067,1.88933,14995350
331,2011-10-19,1.87067,1.87067,1.82,1.838,11892750
332,2011-10-20,1.82933,1.83133,1.8,1.82267,14994705
333,2011-10-21,1.82667,1.88667,1.80067,1.86867,17138250
334,2011-10-24,1.858,1.926,1.85,1.90333,13811640
335,2011-10-25,1.882,1.924,1.85333,1.88333,9815565
336,2011-10-26,1.88333,1.89133,1.82667,1.86533,7657185
337,2011-10-27,1.88933,1.93,1.874,1.91733,13040025
338,2011-10-28,1.89667,2.0,1.86733,1.99133,18959595
339,2011-10-31,1.96667,1.96733,1.91667,1.958,17009535
340,2011-11-01,1.89333,1.928,1.86667,1.92533,9536625
341,2011-11-02,1.93333,1.95067,1.88333,1.914,13132815
342,2011-11-03,2.0,2.166,1.96867,2.164,37659045
343,2011-11-04,2.09733,2.16,2.034,2.154,45496605
344,2011-11-07,2.10933,2.13333,2.05,2.08467,18994035
345,2011-11-08,2.09133,2.13333,2.048,2.12267,17517450
346,2011-11-09,2.058,2.09933,2.02,2.05867,13353855
347,2011-11-10,2.06267,2.1,2.04333,2.08867,11209095
348,2011-11-11,2.12667,2.3,2.038,2.24267,58024140
349,2011-11-14,2.2,2.236,2.17467,2.21467,19884840
350,2011-11-15,2.19467,2.29333,2.182,2.262,13363575
351,2011-11-16,2.232,2.33333,2.22667,2.32933,27497040
352,2011-11-17,2.3,2.32667,2.21267,2.24533,20238975
353,2011-11-18,2.24267,2.274,2.16933,2.17333,13540935
354,2011-11-21,2.15267,2.16267,2.07,2.11733,15472860
355,2011-11-22,2.11733,2.186,2.07,2.138,10987770
356,2011-11-23,2.11733,2.13667,2.08333,2.09667,6775695
357,2011-11-25,2.124,2.16067,2.072,2.11067,3593925
358,2011-11-28,2.13333,2.21867,2.12067,2.17067,10216860
359,2011-11-29,2.16667,2.20467,2.10867,2.11667,8865810
360,2011-11-30,2.18133,2.19533,2.148,2.18267,11403975
361,2011-12-01,2.17133,2.266,2.132,2.17333,15451620
362,2011-12-02,2.18867,2.246,2.16,2.22,12040770
363,2011-12-05,2.23533,2.33333,2.22867,2.29467,17400750
364,2011-12-06,2.28,2.332,2.26867,2.32467,14275650
365,2011-12-07,2.30867,2.326,2.25333,2.27933,10113660
366,2011-12-08,2.056,2.11,1.974,2.05933,49589175
367,2011-12-09,2.036,2.07467,2.01867,2.06933,18591660
368,2011-12-12,2.02933,2.04133,2.00133,2.02733,11379855
369,2011-12-13,2.038,2.062,1.92733,1.96333,14910225
370,2011-12-14,1.96667,1.97867,1.86667,1.902,17457600
371,2011-12-15,1.924,1.94467,1.87467,1.908,9704430
372,2011-12-16,1.91667,1.92867,1.86533,1.86667,15444075
373,2011-12-19,1.874,1.9,1.82467,1.85,14804280
374,2011-12-20,1.87,1.89667,1.848,1.86,12649215
375,2011-12-21,1.86067,1.87133,1.73533,1.838,25581105
376,2011-12-22,1.84,1.87,1.82,1.85133,15139530
377,2011-12-23,1.86667,1.86667,1.83467,1.86,8870850
378,2011-12-27,1.844,1.918,1.84267,1.90467,11661045
379,2011-12-28,1.93267,1.94933,1.86933,1.90067,8627070
380,2011-12-29,1.906,1.956,1.90333,1.91533,7322250
381,2011-12-30,1.89933,1.932,1.88333,1.904,5097900
382,2012-01-03,1.92933,1.96667,1.84333,1.872,13920780
383,2012-01-04,1.88067,1.91133,1.83333,1.84733,9246990
384,2012-01-05,1.85067,1.862,1.79,1.808,15081480
385,2012-01-06,1.81667,1.85267,1.76067,1.794,14794305
386,2012-01-09,1.8,1.83267,1.74133,1.81667,13454265
387,2012-01-10,1.82933,1.85067,1.81667,1.84133,10075980
388,2012-01-11,1.84133,1.892,1.82,1.882,10083585
389,2012-01-12,1.88467,1.908,1.854,1.88333,10939500
390,2012-01-13,1.89667,1.9,1.50933,1.51933,82544295
391,2012-01-17,1.77733,1.82267,1.76067,1.77333,69770865
392,2012-01-18,1.77933,1.792,1.75,1.78733,18902745
393,2012-01-19,1.80133,1.84933,1.774,1.784,18693330
394,2012-01-20,1.79467,1.8,1.76,1.77333,9716835
395,2012-01-23,1.78733,1.814,1.77333,1.78467,8917995
396,2012-01-24,1.77533,1.84533,1.76267,1.828,12868710
397,2012-01-25,1.818,1.86733,1.80333,1.86467,9166680
398,2012-01-26,1.86667,1.972,1.86667,1.92933,19065420
399,2012-01-27,1.9,1.98133,1.9,1.95533,11225415
400,2012-01-30,1.96533,1.974,1.902,1.97133,10352205
401,2012-01-31,1.992,2.0,1.92467,1.938,14346195
402,2012-02-01,1.942,1.98,1.93333,1.972,7847535
403,2012-02-02,1.98133,2.05867,1.97333,2.01667,11872260
404,2012-02-03,2.02733,2.08867,2.01667,2.07667,11466270
405,2012-02-06,2.07333,2.12667,2.07,2.12,9782415
406,2012-02-07,2.12,2.12,2.05467,2.10667,14089725
407,2012-02-08,2.10733,2.134,2.086,2.12867,9354390
408,2012-02-09,2.13333,2.19333,2.09533,2.172,19162140
409,2012-02-10,2.15067,2.15133,1.98933,2.07333,28154625
410,2012-02-13,2.10333,2.13733,2.06,2.09933,17367870
411,2012-02-14,2.10933,2.25267,2.09333,2.21133,27161625
412,2012-02-15,2.20667,2.294,2.15133,2.24,40337115
413,2012-02-16,2.23333,2.30067,2.16933,2.27933,31178250
414,2012-02-17,2.266,2.33133,2.23333,2.33133,20649675
415,2012-02-21,2.32467,2.32467,2.254,2.3,17036820
416,2012-02-22,2.3,2.31467,2.16667,2.28133,24824775
417,2012-02-23,2.266,2.33133,2.23733,2.302,12305175
418,2012-02-24,2.29933,2.30133,2.218,2.25,14397990
419,2012-02-27,2.22733,2.26667,2.2,2.24133,9089295
420,2012-02-28,2.246,2.296,2.21133,2.254,9182745
421,2012-02-29,2.254,2.27467,2.20933,2.22733,8035260
422,2012-03-01,2.234,2.3,2.22067,2.294,10551525
423,2012-03-02,2.284,2.3,2.24733,2.26933,8249565
424,2012-03-05,2.27733,2.29333,2.23067,2.25133,7004070
425,2012-03-06,2.21667,2.21867,2.17467,2.20733,8606235
426,2012-03-07,2.20733,2.22,2.194,2.208,4120935
427,2012-03-08,2.20733,2.23267,2.20267,2.20467,9499005
428,2012-03-09,2.21333,2.354,2.21333,2.316,23299845
429,2012-03-12,2.31267,2.41933,2.30667,2.40067,29467800
430,2012-03-13,2.43333,2.43933,2.36667,2.406,15024645
431,2012-03-14,2.4,2.4,2.32,2.35267,12771960
432,2012-03-15,2.352,2.36533,2.31867,2.33333,8573940
433,2012-03-16,2.33267,2.39267,2.322,2.35467,9601380
434,2012-03-19,2.35067,2.35467,2.30267,2.332,15233790
435,2012-03-20,2.332,2.34667,2.30467,2.33067,8505015
436,2012-03-21,2.32933,2.35333,2.30667,2.34333,9106545
437,2012-03-22,2.33133,2.34333,2.28667,2.29333,6881385
438,2012-03-23,2.29533,2.30867,2.21,2.272,17558505
439,2012-03-26,2.37333,2.53933,2.336,2.49333,47113365
440,2012-03-27,2.47733,2.66333,2.46867,2.52933,38100795
