Date,Open,High,Low,Close,Volume
2024-01-02,173.0231,175.57,155.35,156.88,26549365
2024-01-03,146.0,156.25,144.11,152.24,18573798
2024-01-04,152.5,161.28,148.8058,155.6,14874267
2024-01-05,152.67,157.69,151.09,153.98,10875480
2024-01-08,157.8,161.3789,146.51,159.42,18125703
2024-01-09,159.6,159.99,151.32,151.99,12959726
2024-01-10,149.21,153.4728,143.15,151.29,18718224
2024-01-11,159.19,161.04,140.01,141.16,31754164
2024-01-12,137.19,141.07,130.37,130.78,20392801
2024-01-16,129.435,136.4,126.88,133.88,14789707
2024-01-17,130.51,134.26,129.41,133.86,8133091
2024-01-18,133.25,137.31,123.93,124.34,14519463
2024-01-19,124.34,124.82,118.02,124.75,16692645
2024-01-22,124.05,131.7757,122.5,128.21,12042647
2024-01-23,122.41,126.145,120.33,124.19,9737109
2024-01-24,127.28,127.97,120.79,121.34,9118913
2024-01-25,122.38,124.26,118.92,121.01,8166361
2024-01-26,127.52,128.1,121.46,125.2,13956345
2024-01-29,127.09,136.8892,125.7957,132.82,17813660
2024-01-30,136.05,136.7,130.44,130.82,8745746
2024-01-31,129.09,135.55,127.57,128.2,9838769
2024-02-01,128.75,132.0676,124.24,128.95,8464275
2024-02-02,126.9,130.13,125.55,129.22,6109963
2024-02-05,128.7,128.89,115.8,117.3,13067336
2024-02-06,118.61,120.895,115.9,119.79,6740590
2024-02-07,119.68,124.4,114.51,122.07,8985106
2024-02-08,127.218,133.0499,125.81,132.55,11315872
2024-02-09,142.155,144.55,137.17,141.99,15985064
2024-02-12,141.1,150.35,140.985,147.31,10977082
2024-02-13,138.39,143.75,137.13,140.39,9568838
2024-02-14,151.83,161.125,150.4,160.38,18041752
2024-02-15,168.79,172.82,162.08,165.67,22992818
2024-02-16,189.05,193.64,178.8,180.31,33233298
2024-02-20,179.87,181.31,163.39,173.3,16196519
2024-02-21,164.25,168.09,161.19,162.41,10689582
2024-02-22,164.85,171.99,163.8,170.91,9027267
2024-02-23,167.38,170.0,160.66,165.98,7191183
2024-02-26,168.66,196.95,168.4,193.94,22593709
2024-02-27,205.18,209.94,192.09,199.22,22679097
2024-02-28,209.41,212.22,197.66,200.8,25397116
2024-02-29,206.46,211.31,193.88,203.56,16237764
2024-03-01,202.7,206.39,196.0101,205.77,9297387
2024-03-04,217.3901,236.46,212.2469,229.15,23294868
2024-03-05,230.0,239.98,215.4,216.77,23863310
2024-03-06,229.2,239.9,223.03,238.55,17936728
2024-03-07,240.0,242.87,235.5,242.62,10609304
2024-03-08,246.0,270.5476,244.9,256.62,21883953
2024-03-11,270.085,271.65,253.96,254.17,20296431
2024-03-12,257.835,260.79,242.09,256.14,14666166
2024-03-13,253.36,269.3899,250.53,251.73,17329799
2024-03-14,245.0,248.27,227.24,233.67,18789298
2024-03-15,225.06,244.65,222.83,242.36,17256270
2024-03-18,238.61,244.05,230.21,239.62,9734544
2024-03-19,223.24,233.29,216.16,230.12,12928500
