,Date,Open,High,Low,Close,Volume
0,1972-01-07,0.0131726,0.0131726,0.0131726,0.0131726,4579082
1,1972-01-14,0.00654447,0.00654447,0.00654447,0.00654447,9524506
2,1972-01-21,0.00654447,0.00654447,0.00654447,0.00654447,1282138
3,1972-01-24,0.00654447,0.00654447,0.00654447,0.00654447,7326546
4,1972-01-25,0.00654447,0.00654447,0.00654447,0.00654447,1282138
5,1972-01-26,0.00654447,0.00654447,0.00654447,0.00654447,1282138
6,1972-01-27,0.0131726,0.0131726,0.0131726,0.0131726,19232171
7,1972-01-28,0.0131726,0.0131726,0.0131726,0.0131726,12455127
8,1972-01-31,0.0131726,0.0131726,0.0131726,0.0131726,10989815
9,1972-02-01,0.0131726,0.0131726,0.0131726,0.0131726,7143375
10,1972-02-02,0.0131726,0.0131726,0.0131726,0.0131726,11172973
11,1972-02-03,0.0131726,0.0131726,0.0131726,0.0131726,3663268
12,1972-02-04,0.0131726,0.0131726,0.0131726,0.0131726,2747449
13,1972-02-07,0.0131726,0.0131726,0.0131726,0.0131726,9707666
14,1972-02-08,0.0131726,0.0131726,0.0131726,0.0131726,2747449
15,1972-02-09,0.0131726,0.0131726,0.0131726,0.0131726,3296942
16,1972-02-10,0.0131726,0.0131726,0.0131726,0.0131726,4762252
17,1972-02-11,0.0131726,0.0131726,0.0131726,0.0131726,6227563
18,1972-02-14,0.0131726,0.0131726,0.0131726,0.0131726,2014796
19,1972-02-15,0.0131726,0.0131726,0.0131726,0.0131726,9524506
20,1972-02-16,0.0131726,0.0131726,0.0131726,0.0131726,14653089
21,1972-02-17,0.0131726,0.0131726,0.0131726,0.0131726,7692873
22,1972-02-18,0.0131726,0.0131726,0.0131726,0.0131726,20880653
23,1972-02-22,0.0131726,0.0131726,0.0131726,0.0131726,22162793
24,1972-02-23,0.0131726,0.0131726,0.0131726,0.0131726,19232171
25,1972-02-24,0.0131726,0.0131726,0.0131726,0.0131726,12821453
26,1972-02-25,0.0131726,0.0131726,0.0131726,0.0131726,7692873
27,1972-02-28,0.0131726,0.0131726,0.0131726,0.0131726,10806650
28,1972-02-29,0.0131726,0.0131726,0.0131726,0.0131726,8608689
29,1972-03-01,0.0131726,0.0131726,0.0131726,0.0131726,27657701
30,1972-03-02,0.0131726,0.0131726,0.0131726,0.0131726,5678064
31,1972-03-03,0.0131726,0.0131726,0.0131726,0.0131726,9890834
32,1972-03-06,0.0131726,0.0131726,0.0131726,0.0131726,7326546
33,1972-03-07,0.0131726,0.0131726,0.0131726,0.0131726,4395922
34,1972-03-08,0.0131726,0.0131726,0.0131726,0.0131726,6044390
35,1972-03-09,0.0131726,0.0131726,0.0131726,0.0131726,4395922
36,1972-03-10,0.0131726,0.0131726,0.0131726,0.0131726,2197962
37,1972-03-13,0.0131726,0.0131726,0.0131726,0.0131726,1465306
38,1972-03-14,0.0131726,0.0131726,0.0131726,0.0131726,7692873
39,1972-03-15,0.0131726,0.0131726,0.0131726,0.0131726,1831638
40,1972-03-16,0.0131726,0.0131726,0.0131726,0.0131726,1831638
41,1972-03-17,0.0131726,0.0131726,0.0131726,0.0131726,1648469
42,1972-03-20,0.0131726,0.0131726,0.0131726,0.0131726,366328
43,1972-03-21,0.0131726,0.0131726,0.0131726,0.0131726,2930620
44,1972-03-22,0.0131726,0.0131726,0.0131726,0.0131726,14836255
45,1972-03-23,0.0131726,0.0131726,0.0131726,0.0131726,6227563
46,1972-03-24,0.0131726,0.0131726,0.0131726,0.0131726,6593893
47,1972-03-27,0.0131726,0.0131726,0.0131726,0.0131726,4945411
48,1972-03-28,0.0131726,0.0131726,0.0131726,0.0131726,2381123
49,1972-03-29,0.0131726,0.0131726,0.0131726,0.0131726,2197962
50,1972-03-30,0.0131726,0.0131726,0.0131726,0.0131726,183154
51,1972-04-03,0.0131726,0.0131726,0.0131726,0.0131726,2381123
52,1972-04-04,0.0131726,0.0131726,0.0131726,0.0131726,4579082
53,1972-04-05,0.0131726,0.0131726,0.0131726,0.0131726,3296942
54,1972-04-06,0.0131726,0.0131726,0.0131726,0.0131726,8242356
55,1972-04-07,0.0131726,0.0131726,0.0131726,0.0131726,6593893
56,1972-04-10,0.0131726,0.0131726,0.0131726,0.0131726,5128574
57,1972-04-11,0.0131726,0.0131726,0.0131726,0.0131726,5311741
58,1972-04-12,0.0131726,0.0131726,0.0131726,0.0131726,2014796
59,1972-04-13,0.0131726,0.0131726,0.0131726,0.0131726,1648469
60,1972-04-14,0.0131726,0.0131726,0.0131726,0.0131726,5678064
61,1972-04-17,0.0131726,0.0131726,0.0131726,0.0131726,10257165
62,1972-04-18,0.0131726,0.0131726,0.0131726,0.0131726,21613307
63,1972-04-19,0.0131726,0.0131726,0.0131726,0.0131726,2014796
64,1972-04-20,0.0131726,0.0131726,0.0131726,0.0131726,3663268
65,1972-04-21,0.0131726,0.0131726,0.0131726,0.0131726,2930620
66,1972-04-24,0.0131726,0.0131726,0.0131726,0.0131726,2564292
67,1972-04-25,0.0131726,0.0131726,0.0131726,0.0131726,5128574
68,1972-04-26,0.0131726,0.0131726,0.0131726,0.0131726,11356143
69,1972-04-27,0.0131726,0.0131726,0.0131726,0.0131726,3663268
70,1972-04-28,0.0131726,0.0131726,0.0131726,0.0131726,2381123
71,1972-05-01,0.0131726,0.0131726,0.0131726,0.0131726,2014796
72,1972-05-02,0.0131726,0.0131726,0.0131726,0.0131726,2564292
73,1972-05-03,0.0131726,0.0131726,0.0131726,0.0131726,1282138
74,1972-05-04,0.0131726,0.0131726,0.0131726,0.0131726,2930620
75,1972-05-05,0.0131726,0.0131726,0.0131726,0.0131726,1648469
76,1972-05-08,0.0131726,0.0131726,0.0131726,0.0131726,732649
77,1972-05-09,0.0131726,0.0131726,0.0131726,0.0131726,3113774
78,1972-05-10,0.0131726,0.0131726,0.0131726,0.0131726,1282138
79,1972-05-11,0.0131726,0.0131726,0.0131726,0.0131726,549486
80,1972-05-12,0.0131726,0.0131726,0.0131726,0.0131726,4579082
81,1972-05-15,0.0131726,0.0131726,0.0131726,0.0131726,17034210
82,1972-05-16,0.0131726,0.0131726,0.0131726,0.0131726,3846430
83,1972-05-17,0.0131726,0.0131726,0.0131726,0.0131726,16484726
84,1972-05-18,0.0131726,0.0131726,0.0131726,0.0131726,8608689
85,1972-05-19,0.0131726,0.0131726,0.0131726,0.0131726,1098981
86,1972-05-22,0.0131726,0.0131726,0.0131726,0.0131726,2747449
87,1972-05-23,0.0131726,0.0131726,0.0131726,0.0131726,7509700
88,1972-05-24,0.0131726,0.0131726,0.0131726,0.0131726,4945411
89,1972-05-25,0.0131726,0.0131726,0.0131726,0.0131726,5678064
90,1972-05-26,0.0131726,0.0131726,0.0131726,0.0131726,41394970
91,1972-05-30,0.0131726,0.0131726,0.0131726,0.0131726,4945411
92,1972-05-31,0.0131726,0.0131726,0.0131726,0.0131726,3113774
93,1972-06-01,0.0131726,0.0131726,0.0131726,0.0131726,20514330
94,1972-06-02,0.0131726,0.0131726,0.0131726,0.0131726,8975009
95,1972-06-05,0.0131726,0.0131726,0.0131726,0.0131726,4029598
96,1972-06-06,0.0131726,0.0131726,0.0131726,0.0131726,6777051
97,1972-06-07,0.0131726,0.0131726,0.0131726,0.0131726,2564292
98,1972-06-08,0.0131726,0.0131726,0.0131726,0.0131726,2747449
99,1972-06-09,0.0131726,0.0131726,0.0131726,0.0131726,8242356
100,1972-06-12,0.0131726,0.0131726,0.0131726,0.0131726,31320974
101,1972-06-13,0.0131726,0.0131726,0.0131726,0.0131726,18682690
102,1972-06-14,0.0131726,0.0131726,0.0131726,0.0131726,6044390
103,1972-06-15,0.0131726,0.0131726,0.0131726,0.0131726,2381123
104,1972-06-16,0.0131726,0.0131726,0.0131726,0.0131726,4579082
105,1972-06-19,0.0131726,0.0131726,0.0131726,0.0131726,11356143
106,1972-06-20,0.0131726,0.0131726,0.0131726,0.0131726,9524506
107,1972-06-21,0.0131726,0.0131726,0.0131726,0.0131726,19781669
108,1972-06-22,0.0198376,0.0198376,0.0198376,0.0198376,15202573
109,1972-06-23,0.0198376,0.0198376,0.0198376,0.0198376,9707666
110,1972-06-26,0.0198376,0.0198376,0.0198376,0.0198376,11539304
111,1972-06-27,0.0198376,0.0198376,0.0198376,0.0198376,6593893
112,1972-06-28,0.0198376,0.0198376,0.0198376,0.0198376,30588318
113,1972-06-29,0.0198376,0.0198376,0.0198376,0.0198376,8059203
114,1972-06-30,0.0198376,0.0198376,0.0198376,0.0198376,11172973
115,1972-07-03,0.0198376,0.0198376,0.0198376,0.0198376,2197962
116,1972-07-05,0.0198376,0.0198376,0.0198376,0.0198376,10806650
117,1972-07-06,0.0198376,0.0198376,0.0198376,0.0198376,26375560
118,1972-07-07,0.0198376,0.0198376,0.0198376,0.0198376,16851059
119,1972-07-10,0.0198376,0.0198376,0.0198376,0.0198376,5128574
120,1972-07-11,0.0198376,0.0198376,0.0198376,0.0198376,29855665
121,1972-07-12,0.0198376,0.026605,0.0198376,0.0198376,22529125
122,1972-07-13,0.0198376,0.0198376,0.0198376,0.0198376,42310787
123,1972-07-14,0.0198376,0.0198376,0.0198376,0.0198376,4945411
124,1972-07-17,0.0198376,0.0198376,0.0198376,0.0198376,17950038
125,1972-07-18,0.0198376,0.0198376,0.0198376,0.0198376,6227563
126,1972-07-19,0.0198376,0.0198376,0.0198376,0.0198376,10806650
127,1972-07-20,0.0198376,0.0198376,0.0198376,0.0198376,3846430
128,1972-07-21,0.0198376,0.0198376,0.0198376,0.0198376,5128574
129,1972-07-24,0.0198376,0.026605,0.0198376,0.0198376,7692873
130,1972-07-25,0.0198376,0.0198376,0.0198376,0.0198376,13004615
131,1972-07-26,0.0198376,0.0198376,0.0198376,0.0198376,4212757
132,1972-07-27,0.0198376,0.0198376,0.0198376,0.0198376,7876024
133,1972-07-28,0.0198376,0.0198376,0.0198376,0.0198376,915811
134,1972-07-31,0.0198376,0.026605,0.0198376,0.0198376,59894501
135,1972-08-01,0.0198376,0.026605,0.0198376,0.0198376,7692873
136,1972-08-02,0.0198376,0.026605,0.0198376,0.0198376,9524506
137,1972-08-03,0.0198376,0.026605,0.0198376,0.0198376,2381123
138,1972-08-04,0.0198376,0.026605,0.0198376,0.0198376,4762252
139,1972-08-07,0.0198376,0.026605,0.0198376,0.0198376,2747449
140,1972-08-08,0.0198376,0.026605,0.0198376,0.0198376,5861241
141,1972-08-09,0.0198376,0.026605,0.0198376,0.0198376,4212757
142,1972-08-10,0.0198376,0.026605,0.0198376,0.0198376,11356143
143,1972-08-11,0.0198376,0.026605,0.0198376,0.0198376,9341336
144,1972-08-14,0.0198376,0.026605,0.0198376,0.0198376,6227563
145,1972-08-15,0.026605,0.026605,0.026605,0.026605,3846430
146,1972-08-16,0.026605,0.026605,0.026605,0.026605,11539304
147,1972-08-17,0.026605,0.026605,0.026605,0.026605,4762252
148,1972-08-18,0.026605,0.026605,0.026605,0.026605,10806650
149,1972-08-21,0.026605,0.026605,0.026605,0.026605,16851059
150,1972-08-22,0.026605,0.026605,0.026605,0.026605,2930620
151,1972-08-23,0.026605,0.026605,0.026605,0.026605,16851059
152,1972-08-24,0.026605,0.026605,0.0198376,0.0198376,14103591
153,1972-08-25,0.026605,0.026605,0.026605,0.026605,17950038
154,1972-08-28,0.026605,0.026605,0.026605,0.026605,9707666
155,1972-08-29,0.026605,0.026605,0.026605,0.026605,10440320
156,1972-08-30,0.026605,0.026605,0.026605,0.026605,549486
157,1972-08-31,0.026605,0.026605,0.026605,0.026605,2197962
158,1972-09-01,0.026605,0.026605,0.026605,0.026605,549486
159,1972-09-05,0.026605,0.026605,0.026605,0.026605,3663268
160,1972-09-06,0.026605,0.026605,0.026605,0.026605,4579082
161,1972-09-07,0.026605,0.026605,0.026605,0.026605,1831638
162,1972-09-08,0.026605,0.026605,0.026605,0.026605,3663268
163,1972-09-11,0.026605,0.026605,0.026605,0.026605,6960219
164,1972-09-12,0.026605,0.026605,0.0198376,0.0198376,5861241
165,1972-09-13,0.026605,0.026605,0.026605,0.026605,6777051
166,1972-09-14,0.026605,0.026605,0.026605,0.026605,6777051
167,1972-09-15,0.026605,0.026605,0.026605,0.026605,7143375
168,1972-09-18,0.026605,0.026605,0.026605,0.026605,2564292
169,1972-09-19,0.026605,0.026605,0.026605,0.026605,2564292
170,1972-09-20,0.026605,0.026605,0.026605,0.026605,915811
171,1972-09-21,0.026605,0.026605,0.026605,0.026605,4945411
172,1972-09-22,0.026605,0.026605,0.026605,0.026605,2381123
173,1972-09-25,0.026605,0.026605,0.026605,0.026605,1282138
174,1972-09-26,0.026605,0.026605,0.026605,0.026605,1465306
175,1972-09-27,0.026605,0.026605,0.0198376,0.0198376,5128574
176,1972-09-28,0.026605,0.026605,0.026605,0.026605,20331157
177,1972-09-29,0.026605,0.026605,0.026605,0.026605,3846430
178,1972-10-02,0.026605,0.026605,0.026605,0.026605,1831638
179,1972-10-03,0.026605,0.026605,0.026605,0.026605,2747449
180,1972-10-04,0.026605,0.026605,0.026605,0.026605,9707666
181,1972-10-05,0.026605,0.026605,0.026605,0.026605,10073991
182,1972-10-06,0.026605,0.026605,0.026605,0.026605,13737267
183,1972-10-09,0.026605,0.026605,0.026605,0.026605,7326546
184,1972-10-10,0.026605,0.026605,0.026605,0.026605,20697482
