symbol,sharpe,return,max_dd,trades,params
AAPL,0.02483848243194634,0.005419485294949157,0.08902577777638347,223,RSI2(5/80) ROC>0 SL=8% TP=12%
AAPL,0.02483848243194634,0.005419485294949157,0.08902577777638347,223,RSI2(5/80) ROC>0 SL=8% TP=15%
AAPL,0.02483848243194634,0.005419485294949157,0.08902577777638347,223,RSI2(5/80) ROC>0 SL=8% TP=20%
AAPL,0.02483848243194634,0.005419485294949157,0.08902577777638347,223,RSI2(5/80) ROC>0 SL=8% TP=25%
AAPL,0.02483848243194634,0.005419485294949157,0.08902577777638347,223,RSI2(5/80) ROC>0 SL=10% TP=12%
AAPL,0.02483848243194634,0.005419485294949157,0.08902577777638347,223,RSI2(5/80) ROC>0 SL=10% TP=15%
AAPL,0.02483848243194634,0.005419485294949157,0.08902577777638347,223,RSI2(5/80) ROC>0 SL=10% TP=20%
AAPL,0.02483848243194634,0.005419485294949157,0.08902577777638347,223,RSI2(5/80) ROC>0 SL=10% TP=25%
AAPL,0.02483848243194634,0.005419485294949157,0.08902577777638347,223,RSI2(5/80) ROC>0 SL=12% TP=15%
AAPL,0.02483848243194634,0.005419485294949157,0.08902577777638347,223,RSI2(5/80) ROC>0 SL=12% TP=20%
AAPL,0.02483848243194634,0.005419485294949157,0.08902577777638347,223,RSI2(5/80) ROC>0 SL=12% TP=25%
AAPL,0.02483848243194634,0.005419485294949157,0.08902577777638347,223,RSI2(5/80) ROC>0 SL=15% TP=20%
AAPL,0.02483848243194634,0.005419485294949157,0.08902577777638347,223,RSI2(5/80) ROC>0 SL=15% TP=25%
AAPL,-0.013515881035854063,-0.003843062399112394,0.06513838637976806,223,RSI2(5/80) ROC>5 SL=8% TP=12%
AAPL,-0.013515881035854063,-0.003843062399112394,0.06513838637976806,223,RSI2(5/80) ROC>5 SL=8% TP=15%
AAPL,-0.013515881035854063,-0.003843062399112394,0.06513838637976806,223,RSI2(5/80) ROC>5 SL=8% TP=20%
AAPL,-0.013515881035854063,-0.003843062399112394,0.06513838637976806,223,RSI2(5/80) ROC>5 SL=8% TP=25%
AAPL,-0.013515881035854063,-0.003843062399112394,0.06513838637976806,223,RSI2(5/80) ROC>5 SL=10% TP=12%
AAPL,-0.013515881035854063,-0.003843062399112394,0.06513838637976806,223,RSI2(5/80) ROC>5 SL=10% TP=15%
AAPL,-0.013515881035854063,-0.003843062399112394,0.06513838637976806,223,RSI2(5/80) ROC>5 SL=10% TP=20%
AAPL,-0.013515881035854063,-0.003843062399112394,0.06513838637976806,223,RSI2(5/80) ROC>5 SL=10% TP=25%
AAPL,-0.013515881035854063,-0.003843062399112394,0.06513838637976806,223,RSI2(5/80) ROC>5 SL=12% TP=15%
AAPL,-0.013515881035854063,-0.003843062399112394,0.06513838637976806,223,RSI2(5/80) ROC>5 SL=12% TP=20%
AAPL,-0.013515881035854063,-0.003843062399112394,0.06513838637976806,223,RSI2(5/80) ROC>5 SL=12% TP=25%
AAPL,-0.013515881035854063,-0.003843062399112394,0.06513838637976806,223,RSI2(5/80) ROC>5 SL=15% TP=20%
AAPL,-0.013515881035854063,-0.003843062399112394,0.06513838637976806,223,RSI2(5/80) ROC>5 SL=15% TP=25%
AAPL,-0.0028013038434968195,-0.0008425079160011742,0.022702096429509547,223,RSI2(5/80) ROC>10 SL=8% TP=12%
AAPL,-0.0028013038434968195,-0.0008425079160011742,0.022702096429509547,223,RSI2(5/80) ROC>10 SL=8% TP=15%
AAPL,-0.0028013038434968195,-0.0008425079160011742,0.022702096429509547,223,RSI2(5/80) ROC>10 SL=8% TP=20%
AAPL,-0.0028013038434968195,-0.0008425079160011742,0.022702096429509547,223,RSI2(5/80) ROC>10 SL=8% TP=25%
AAPL,-0.0028013038434968195,-0.0008425079160011742,0.022702096429509547,223,RSI2(5/80) ROC>10 SL=10% TP=12%
AAPL,-0.0028013038434968195,-0.0008425079160011742,0.022702096429509547,223,RSI2(5/80) ROC>10 SL=10% TP=15%
AAPL,-0.0028013038434968195,-0.0008425079160011742,0.022702096429509547,223,RSI2(5/80) ROC>10 SL=10% TP=20%
AAPL,-0.0028013038434968195,-0.0008425079160011742,0.022702096429509547,223,RSI2(5/80) ROC>10 SL=10% TP=25%
AAPL,-0.0028013038434968195,-0.0008425079160011742,0.022702096429509547,223,RSI2(5/80) ROC>10 SL=12% TP=15%
AAPL,-0.0028013038434968195,-0.0008425079160011742,0.022702096429509547,223,RSI2(5/80) ROC>10 SL=12% TP=20%
AAPL,-0.0028013038434968195,-0.0008425079160011742,0.022702096429509547,223,RSI2(5/80) ROC>10 SL=12% TP=25%
AAPL,-0.0028013038434968195,-0.0008425079160011742,0.022702096429509547,223,RSI2(5/80) ROC>10 SL=15% TP=20%
AAPL,-0.0028013038434968195,-0.0008425079160011742,0.022702096429509547,223,RSI2(5/80) ROC>10 SL=15% TP=25%
AAPL,0.02483848243194634,0.005419485294949157,0.08902577777638347,223,RSI2(5/85) ROC>0 SL=8% TP=12%
AAPL,0.02483848243194634,0.005419485294949157,0.08902577777638347,223,RSI2(5/85) ROC>0 SL=8% TP=15%
AAPL,0.02483848243194634,0.005419485294949157,0.08902577777638347,223,RSI2(5/85) ROC>0 SL=8% TP=20%
AAPL,0.02483848243194634,0.005419485294949157,0.08902577777638347,223,RSI2(5/85) ROC>0 SL=8% TP=25%
AAPL,0.02483848243194634,0.005419485294949157,0.08902577777638347,223,RSI2(5/85) ROC>0 SL=10% TP=12%
AAPL,0.02483848243194634,0.005419485294949157,0.08902577777638347,223,RSI2(5/85) ROC>0 SL=10% TP=15%
AAPL,0.02483848243194634,0.005419485294949157,0.08902577777638347,223,RSI2(5/85) ROC>0 SL=10% TP=20%
AAPL,0.02483848243194634,0.005419485294949157,0.08902577777638347,223,RSI2(5/85) ROC>0 SL=10% TP=25%
AAPL,0.02483848243194634,0.005419485294949157,0.08902577777638347,223,RSI2(5/85) ROC>0 SL=12% TP=15%
AAPL,0.02483848243194634,0.005419485294949157,0.08902577777638347,223,RSI2(5/85) ROC>0 SL=12% TP=20%
AAPL,0.02483848243194634,0.005419485294949157,0.08902577777638347,223,RSI2(5/85) ROC>0 SL=12% TP=25%
AAPL,0.02483848243194634,0.005419485294949157,0.08902577777638347,223,RSI2(5/85) ROC>0 SL=15% TP=20%
AAPL,0.02483848243194634,0.005419485294949157,0.08902577777638347,223,RSI2(5/85) ROC>0 SL=15% TP=25%
AAPL,-0.013515881035854063,-0.003843062399112394,0.06513838637976806,223,RSI2(5/85) ROC>5 SL=8% TP=12%
AAPL,-0.013515881035854063,-0.003843062399112394,0.06513838637976806,223,RSI2(5/85) ROC>5 SL=8% TP=15%
AAPL,-0.013515881035854063,-0.003843062399112394,0.06513838637976806,223,RSI2(5/85) ROC>5 SL=8% TP=20%
AAPL,-0.013515881035854063,-0.003843062399112394,0.06513838637976806,223,RSI2(5/85) ROC>5 SL=8% TP=25%
AAPL,-0.013515881035854063,-0.003843062399112394,0.06513838637976806,223,RSI2(5/85) ROC>5 SL=10% TP=12%
AAPL,-0.013515881035854063,-0.003843062399112394,0.06513838637976806,223,RSI2(5/85) ROC>5 SL=10% TP=15%
AAPL,-0.013515881035854063,-0.003843062399112394,0.06513838637976806,223,RSI2(5/85) ROC>5 SL=10% TP=20%
AAPL,-0.013515881035854063,-0.003843062399112394,0.06513838637976806,223,RSI2(5/85) ROC>5 SL=10% TP=25%
AAPL,-0.013515881035854063,-0.003843062399112394,0.06513838637976806,223,RSI2(5/85) ROC>5 SL=12% TP=15%
AAPL,-0.013515881035854063,-0.003843062399112394,0.06513838637976806,223,RSI2(5/85) ROC>5 SL=12% TP=20%
AAPL,-0.013515881035854063,-0.003843062399112394,0.06513838637976806,223,RSI2(5/85) ROC>5 SL=12% TP=25%
AAPL,-0.013515881035854063,-0.003843062399112394,0.06513838637976806,223,RSI2(5/85) ROC>5 SL=15% TP=20%
AAPL,-0.013515881035854063,-0.003843062399112394,0.06513838637976806,223,RSI2(5/85) ROC>5 SL=15% TP=25%
AAPL,-0.0028013038434968195,-0.0008425079160011742,0.022702096429509547,223,RSI2(5/85) ROC>10 SL=8% TP=12%
AAPL,-0.0028013038434968195,-0.0008425079160011742,0.022702096429509547,223,RSI2(5/85) ROC>10 SL=8% TP=15%
AAPL,-0.0028013038434968195,-0.0008425079160011742,0.022702096429509547,223,RSI2(5/85) ROC>10 SL=8% TP=20%
AAPL,-0.0028013038434968195,-0.0008425079160011742,0.022702096429509547,223,RSI2(5/85) ROC>10 SL=8% TP=25%
AAPL,-0.0028013038434968195,-0.0008425079160011742,0.022702096429509547,223,RSI2(5/85) ROC>10 SL=10% TP=12%
AAPL,-0.0028013038434968195,-0.0008425079160011742,0.022702096429509547,223,RSI2(5/85) ROC>10 SL=10% TP=15%
AAPL,-0.0028013038434968195,-0.0008425079160011742,0.022702096429509547,223,RSI2(5/85) ROC>10 SL=10% TP=20%
AAPL,-0.0028013038434968195,-0.0008425079160011742,0.022702096429509547,223,RSI2(5/85) ROC>10 SL=10% TP=25%
AAPL,-0.0028013038434968195,-0.0008425079160011742,0.022702096429509547,223,RSI2(5/85) ROC>10 SL=12% TP=15%
AAPL,-0.0028013038434968195,-0.0008425079160011742,0.022702096429509547,223,RSI2(5/85) ROC>10 SL=12% TP=20%
AAPL,-0.0028013038434968195,-0.0008425079160011742,0.022702096429509547,223,RSI2(5/85) ROC>10 SL=12% TP=25%
AAPL,-0.0028013038434968195,-0.0008425079160011742,0.022702096429509547,223,RSI2(5/85) ROC>10 SL=15% TP=20%
AAPL,-0.0028013038434968195,-0.0008425079160011742,0.022702096429509547,223,RSI2(5/85) ROC>10 SL=15% TP=25%
AAPL,0.019622627469239342,0.00422189044874277,0.08902577777638337,223,RSI2(5/90) ROC>0 SL=8% TP=12%
AAPL,0.019622627469239342,0.00422189044874277,0.08902577777638337,223,RSI2(5/90) ROC>0 SL=8% TP=15%
AAPL,0.019622627469239342,0.00422189044874277,0.08902577777638337,223,RSI2(5/90) ROC>0 SL=8% TP=20%
